Simpoints,Weight,FDIP_AVG_FTQ_OCCUPANCY_val,FDIP_AVG_FTQ_OCCUPANCY_w_val
4118,2431.67,25,60791.75
1010,22.174,26,576.524
1362,2347.06,25,58676.5
5198,1186.62,26,30852.119999999995

weighted_avg,NA,NA,150896.894
weighted_%,NA,NA,1.0
weighted_total,150896.894
