Simpoints,Weight,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_val,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_w_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_w_val
4118,2431.67,8355,20316602.85,49203,119645459.01
1010,22.174,8308,184221.592,51601,1144200.574
1362,2347.06,8385,19680098.099999998,47997,112651838.82
5198,1186.62,8322,9875051.639999999,47788,56706196.559999995

weighted_avg,NA,NA,50055974.182,NA,290147694.964
weighted_%,NA,NA,0.14713531546456732,NA,0.8528646845354327
weighted_total,340203669.14599997
