Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
4118,2431.67,325,790292.75,0,0.0,0,0.0,46755,113692730.85000001,2680980,6519258636.6
1010,22.174,1260,27939.239999999998,0,0.0,0,0.0,53465,1185532.91,2821490,62563719.26
1362,2347.06,65,152558.9,0,0.0,0,0.0,44445,104315081.7,2786265,6539531130.9
5198,1186.62,130,154260.59999999998,0,0.0,0,0.0,56415,66943167.3,2684710,3185730580.2

weighted_avg,NA,NA,1125051.49,NA,0.0,NA,0.0,NA,286136512.76,NA,16307084066.96
weighted_%,NA,NA,6.77972795675683e-05,NA,0.0,NA,0.0,NA,0.017243012717647967,NA,0.9826891900027844
weighted_total,16594345631.21
