Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
2766,217.447,150402,32704463.694000002,6466,1406012.302,4568924,993498817.028
2298,16.1495,3161,51048.5695,266,4295.767,2212696,35733934.052
2235,73.9095,616773,45585384.0435,43655,3226519.2224999997,3265668,241363889.04599997
562,151.883,122704,18636651.632000003,1153,175121.09900000002,3476439,528011984.637
2322,74.3347,86862,6456860.711399999,16,1189.3552,3304549,245642658.5503
533,77.6496,701229,54450151.3584,7739,600930.2544000001,3640742,282702160.0032
655,136.191,240608,32768644.128000002,3844,523518.204,4774357,650224454.187
414,208.958,291227,60854211.466,6442,1346107.436,3913972,817855761.176
253,149.505,692306,103503208.53,9081,1357654.905,2962178,442860421.89
853,129.616,639962,82949314.59200001,1503,194812.84800000003,2794954,362270757.66400003
907,262.418,95689,25110516.002,902,236701.036,4141757,1086871588.426
1114,12.9007,641983,8282030.0881,1943,25066.060100000002,6082089,78463205.5623
939,1055.11,168276,177549690.35999998,6800,7174747.999999999,3782716,3991181478.7599998
2606,11.2554,5151203,57978850.2462,17216,193772.9664,3269031,36794251.5174
2837,150.956,243068,36692573.007999994,6166,930794.6959999999,4413312,666215926.272
1793,150.359,954909,143579162.331,75898,11411947.382000001,3088163,464333100.517
1046,85.9267,724473,62251574.129099995,8712,748593.4103999999,3180844,273319428.1348
554,46.3771,134460,6235864.865999999,1740,80696.154,3431902,159161662.2442
1970,47.9169,52152777,2498999400.2313,4130,197896.797,12328087,590723711.9703

weighted_avg,NA,NA,3454639599.9865,NA,29836377.895,NA,11947229191.6375
weighted_%,NA,NA,0.22386635579392547,NA,0.0019334466001808654,NA,0.7742001976058936
weighted_total,15431705169.519001
