Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2766,217.447,31004,6741726.788,0,0.0
2298,16.1495,0,0.0,0,0.0
2235,73.9095,3040,224684.87999999998,0,0.0
562,151.883,34708,5271555.164000001,0,0.0
2322,74.3347,1335,99236.8245,0,0.0
533,77.6496,69668,5409692.332800001,0,0.0
655,136.191,10201,1389284.391,0,0.0
414,208.958,359881,75200013.998,8,1671.664
253,149.505,94581,14140332.405,0,0.0
853,129.616,5851,758383.2160000001,0,0.0
907,262.418,18972,4978594.296,0,0.0
1114,12.9007,764,9856.1348,0,0.0
939,1055.11,412423,435151631.53,470,495901.69999999995
2606,11.2554,5820,65506.428,0,0.0
2837,150.956,48281,7288306.635999999,0,0.0
1793,150.359,4799,721572.841,0,0.0
1046,85.9267,87270,7498823.109,0,0.0
554,46.3771,8740,405335.854,0,0.0
1970,47.9169,424628,20346857.4132,0,0.0

weighted_avg,NA,NA,585701394.2412999,NA,497573.36399999994
weighted_%,NA,NA,0.9991511868981404,NA,0.0008488131018596856
weighted_total,586198967.6052998
