Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
2766,217.447,1900142,413180177.474,143623,31230390.481,227,49360.469,16,3479.152
2298,16.1495,1309424,21146542.888,0,0.0,0,0.0,0,0.0
2235,73.9095,1817573,134335911.6435,0,0.0,0,0.0,206,15225.356999999998
562,151.883,2060534,312960085.522,20797,3158710.751,2749,417526.367,1244,188942.45200000002
2322,74.3347,1727144,128386731.0968,16,1189.3552,20,1486.694,32,2378.7104
533,77.6496,3199782,248461792.38720003,1880,145981.24800000002,1503,116707.3488,4712,365884.91520000005
655,136.191,1348367,183635450.097,2,272.382,5,680.955,653,88932.723
414,208.958,2308381,482354676.998,112017,23406848.286,9730,2033161.34,12847,2684483.426
253,149.505,1737240,259726066.2,138213,20663534.564999998,22806,3409611.03,440,65782.2
853,129.616,3030153,392756311.248,2,259.232,1,129.616,337,43680.592000000004
907,262.418,3170006,831866634.508,19161,5028191.298,919,241162.142,333,87385.194
1114,12.9007,567100,7315986.970000001,912,11765.438400000001,4,51.6028,8,103.2056
939,1055.11,2837908,2994305109.8799996,256029,270138758.19,13057,13776571.27,11190,11806680.899999999
2606,11.2554,1491727,16789984.0758,0,0.0,0,0.0,269,3027.7026
2837,150.956,1979656,298840951.136,186436,28143632.816,1108,167259.248,208,31398.847999999998
1793,150.359,2502500,376273397.5,0,0.0,1,150.359,1381,207645.779
1046,85.9267,1383626,118890416.21419999,104295,8961725.1765,23801,2045141.3867,811,69686.5537
554,46.3771,2162532,100291962.81719999,2754,127722.5334,1052,48788.7092,506,23466.8126
1970,47.9169,1357295,65037368.7855,74,3545.8505999999998,58,2779.1802,20386,976833.9234

weighted_avg,NA,NA,7386555557.441198,NA,391022527.6031,NA,22310567.7177,NA,16665018.446499998
weighted_%,NA,NA,0.9449887851021666,NA,0.05002492710353833,NA,0.0028542716721665674,NA,0.002132016122128598
weighted_total,7816553671.208498
