Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
2766,217.447,1797962,390961443.014,3479,756498.113
2298,16.1495,1296014,20929978.093,0,0.0
2235,73.9095,1695008,125277193.776,77,5691.031499999999
562,151.883,1461338,221952399.45400003,2276,345685.70800000004
2322,74.3347,1563021,116186697.1287,36,2676.0492
533,77.6496,2356182,182956589.82720003,1943,150873.1728
655,136.191,1250591,170319238.881,242,32958.222
414,208.958,1887989,394510405.462,15211,3178460.138
253,149.505,1604523,239884211.11499998,7515,1123530.075
853,129.616,2474518,320737125.08800006,125,16202.000000000002
907,262.418,2105952,552639711.936,2117,555538.906
1114,12.9007,471823,6086846.976100001,21,270.91470000000004
939,1055.11,2063886,2177626757.4599996,26224,27669204.639999997
2606,11.2554,1288132,14498440.9128,112,1260.6048
2837,150.956,1653533,249610727.54799998,5836,880979.2159999999
1793,150.359,1989020,299067058.18,133,19997.747
1046,85.9267,1299695,111678502.3565,8214,705801.9138
554,46.3771,1754267,81357816.08569999,498,23095.7958
1970,47.9169,977367,46832396.8023,4957,237524.0733

weighted_avg,NA,NA,5723113540.0963,NA,35706248.32089999
weighted_%,NA,NA,0.9937997281330601,NA,0.006200271866939907
weighted_total,5758819788.4172
