Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
2766,217.447,91345,19862696.215,9115,1982029.405
2298,16.1495,0,0.0,0,0.0
2235,73.9095,1,73.9095,52,3843.294
562,151.883,12275,1864363.8250000002,3181,483139.82300000003
2322,74.3347,4,297.3388,6,446.0082
533,77.6496,719,55830.0624,1303,101177.42880000001
655,136.191,18,2451.438,46,6264.786
414,208.958,53343,11146446.594,17280,3610794.2399999998
253,149.505,103141,15420095.205,9148,1367671.74
853,129.616,7,907.3120000000001,93,12054.288
907,262.418,7553,1982043.154,3576,938406.768
1114,12.9007,761,9817.432700000001,62,799.8434
939,1055.11,121741,128450146.50999999,38662,40792662.81999999
2606,11.2554,3,33.7662,31,348.9174
2837,150.956,121327,18315038.612,15885,2397936.0599999996
1793,150.359,4,601.436,61,9171.899000000001
1046,85.9267,83688,7191033.6696,5662,486516.9754
554,46.3771,1386,64278.660599999996,623,28892.9333
1970,47.9169,2112,101200.49279999999,602,28845.9738

weighted_avg,NA,NA,204467355.6336,NA,52251003.2033
weighted_%,NA,NA,0.796465654267849,NA,0.20353434573215098
weighted_total,256718358.8369
