Simpoints,Weight,ICACHE_FIRST_MISS_AFTER_WARMUP_NO_PREF_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_NO_PREF_DURING_WARMUP_w_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_UNUSEFUL_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_UNUSEFUL_DURING_WARMUP_w_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_USEFUL_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_USEFUL_DURING_WARMUP_w_val
2766,217.447,0,0.0,0,0.0,0,0.0
2298,16.1495,0,0.0,0,0.0,0,0.0
2235,73.9095,4,295.638,0,0.0,0,0.0
562,151.883,38,5771.554,0,0.0,5,759.4150000000001
2322,74.3347,0,0.0,0,0.0,3,223.0041
533,77.6496,54,4193.0784,0,0.0,5,388.24800000000005
655,136.191,9,1225.719,0,0.0,6,817.146
414,208.958,232,48478.256,0,0.0,71,14836.018
253,149.505,1,149.505,0,0.0,0,0.0
853,129.616,1,129.616,0,0.0,2,259.232
907,262.418,4,1049.672,0,0.0,1,262.418
1114,12.9007,0,0.0,0,0.0,0,0.0
939,1055.11,112,118172.31999999999,0,0.0,18,18991.98
2606,11.2554,6,67.5324,0,0.0,0,0.0
2837,150.956,0,0.0,0,0.0,0,0.0
1793,150.359,6,902.154,0,0.0,1,150.359
1046,85.9267,5,429.63349999999997,0,0.0,3,257.7801
554,46.3771,1,46.3771,0,0.0,1,46.3771
1970,47.9169,0,0.0,0,0.0,0,0.0

weighted_avg,NA,NA,180911.0554,NA,0.0,NA,36991.9773
weighted_%,NA,NA,0.8302365192368432,NA,0.0,NA,0.1697634807631569
weighted_total,217903.0327
