Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
2766,217.447,1797962,390961443.014,3436,747147.892
2298,16.1495,1296014,20929978.093,0,0.0
2235,73.9095,1694764,125259159.858,77,5691.031499999999
562,151.883,1461966,222047781.97800002,2172,329889.87600000005
2322,74.3347,1563050,116188852.835,37,2750.3839
533,77.6496,2357211,183036491.26560003,1886,146447.14560000002
655,136.191,1250525,170310250.275,263,35818.233
414,208.958,1888601,394638287.758,15280,3192878.2399999998
253,149.505,1605416,240017719.07999998,4100,612970.5
853,129.616,2476144,320947880.70400006,126,16331.616000000002
907,262.418,2105966,552643385.788,2048,537432.064
1114,12.9007,471872,6087479.110400001,17,219.3119
939,1055.11,2066161,2180027132.7099996,25742,27160641.619999997
2606,11.2554,1288026,14497247.8404,112,1260.6048
2837,150.956,1653366,249585517.89599997,5633,850335.1479999999
1793,150.359,1989481,299136373.679,160,24057.440000000002
1046,85.9267,1301174,111805587.94579999,2770,238016.959
554,46.3771,1754103,81350210.2413,456,21147.957599999998
1970,47.9169,977486,46838098.9134,4895,234553.2255

weighted_avg,NA,NA,5726308878.984899,NA,34157589.248799995
weighted_%,NA,NA,0.9940703431853716,NA,0.005929656814628339
weighted_total,5760466468.233699
