Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
2766,217.447,31666,6885676.7020000005,3352,728882.344
2298,16.1495,0,0.0,0,0.0
2235,73.9095,7,517.3665,26,1921.647
562,151.883,3865,587027.795,1863,282958.02900000004
2322,74.3347,18,1338.0246,7,520.3429
533,77.6496,800,62119.68000000001,2336,181389.46560000003
655,136.191,107,14572.437,196,26693.436
414,208.958,19323,4037695.434,14591,3048906.178
253,149.505,30537,4565434.185,4221,631060.605
853,129.616,45,5832.72,80,10369.28
907,262.418,4572,1199775.0960000001,2050,537956.9
1114,12.9007,2,25.8014,0,0.0
939,1055.11,37953,40044589.83,24475,25823817.249999996
2606,11.2554,49,551.5146,23,258.8742
2837,150.956,30388,4587250.927999999,7840,1183495.0399999998
1793,150.359,20,3007.1800000000003,68,10224.412
1046,85.9267,25026,2150401.5941999997,2821,242399.2207
554,46.3771,836,38771.2556,637,29542.2127
1970,47.9169,7487,358753.8303,1028,49258.5732

weighted_avg,NA,NA,64543341.3742,NA,32789653.810299993
weighted_%,NA,NA,0.6631188247300371,NA,0.33688117526996286
weighted_total,97332995.1845
