Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
2766,217.447,103292933,22460738402.051
2298,16.1495,0,0.0
2235,73.9095,1954245649,144437318794.7655
562,151.883,380607807,57807855550.581
2322,74.3347,76697293,5701270265.9671
533,77.6496,673378894,52287601767.542404
655,136.191,1657855469,225784994178.579
414,208.958,645344025,134849796775.95
253,149.505,124406660,18599417703.3
853,129.616,1526059268,197801698081.088
907,262.418,135908367,35664801851.406
1114,12.9007,24690647,318526629.7529
939,1055.11,484054292,510730524032.11993
2606,11.2554,3394958626,38211617319.0804
2837,150.956,101547684,15329232185.904
1793,150.359,2993795558,450144106305.322
1046,85.9267,94346118,8106850577.5506
554,46.3771,252291483,11700547336.2393
1970,47.9169,583695514,27968879574.7866

weighted_avg,NA,NA,1957905777331.9856
weighted_%,NA,NA,1.0
weighted_total,1957905777331.9856
