Simpoints,Weight,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_w_val
2766,217.447,3005,653428.235,268,58275.796
2298,16.1495,0,0.0,0,0.0
2235,73.9095,36,2660.7419999999997,36,2660.7419999999997
562,151.883,1597,242557.151,475,72144.425
2322,74.3347,24,1784.0328,11,817.6817
533,77.6496,1073,83318.02080000001,659,51171.08640000001
655,136.191,105,14300.055,132,17977.212
414,208.958,8819,1842800.602,3330,695830.14
253,149.505,3624,541806.12,361,53971.305
853,129.616,72,9332.352,51,6610.416000000001
907,262.418,1582,415145.276,436,114414.248
1114,12.9007,14,180.6098,2,25.8014
939,1055.11,17255,18205923.049999997,4499,4746939.89
2606,11.2554,42,472.72679999999997,57,641.5578
2837,150.956,4896,739080.576,682,102951.992
1793,150.359,44,6615.796,77,11577.643
1046,85.9267,2368,203474.4256,288,24746.8896
554,46.3771,329,15258.0659,112,5194.2352
1970,47.9169,3707,177627.9483,232,11116.7208

weighted_avg,NA,NA,23155765.785,NA,5977067.7819
weighted_%,NA,NA,0.7948339708125407,NA,0.20516602918745933
weighted_total,29132833.5669
