Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
2766,217.447,15,3261.705,0,0.0,0,0.0,68,14786.396,3206,697135.082
2298,16.1495,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2235,73.9095,0,0.0,0,0.0,0,0.0,2,147.819,70,5173.665
562,151.883,4,607.532,0,0.0,0,0.0,42,6379.086,2039,309689.43700000003
2322,74.3347,0,0.0,0,0.0,0,0.0,1,74.3347,34,2527.3797999999997
533,77.6496,10,776.4960000000001,0,0.0,0,0.0,126,9783.849600000001,1613,125248.80480000001
655,136.191,2,272.382,0,0.0,0,0.0,5,680.955,235,32004.885000000002
414,208.958,458,95702.764,1,208.958,0,0.0,934,195166.772,11402,2382539.116
253,149.505,16,2392.08,0,0.0,0,0.0,45,6727.724999999999,3940,589049.7
853,129.616,0,0.0,0,0.0,0,0.0,1,129.616,122,15813.152000000002
907,262.418,2,524.836,0,0.0,0,0.0,21,5510.778,1997,524048.746
1114,12.9007,0,0.0,0,0.0,0,0.0,0,0.0,16,206.4112
939,1055.11,649,684766.3899999999,0,0.0,0,0.0,1047,1104700.17,20893,22044413.229999997
2606,11.2554,1,11.2554,0,0.0,0,0.0,12,135.0648,90,1012.986
2837,150.956,17,2566.252,0,0.0,0,0.0,8,1207.648,5570,840824.9199999999
1793,150.359,1,150.359,0,0.0,0,0.0,4,601.436,119,17892.721
1046,85.9267,27,2320.0209,0,0.0,0,0.0,27,2320.0209,2631,226073.1477
554,46.3771,2,92.7542,0,0.0,0,0.0,7,324.6397,434,20127.6614
1970,47.9169,949,45473.1381,0,0.0,0,0.0,311,14902.1559,3628,173842.5132

weighted_avg,NA,NA,838917.9646,NA,208.958,NA,0.0,NA,1363578.4665999997,NA,28007623.5581
weighted_%,NA,NA,0.027769242965326166,NA,6.916773410991783e-06,NA,0.0,NA,0.04513616746704995,NA,0.9270876727942129
weighted_total,30210328.9473
