Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
2766,217.447,150383,32700332.201,6451,1402750.597,4568958,993506210.2260001
2298,16.1495,3161,51048.5695,266,4295.767,2212696,35733934.052
2235,73.9095,616533,45567645.7635,43916,3245809.602,3265647,241362336.94649997
562,151.883,122825,18655029.475,1151,174817.333,3476320,527993910.56000006
2322,74.3347,86927,6461692.466899999,16,1189.3552,3304484,245637826.79479998
533,77.6496,702890,54579127.344000004,7776,603803.2896,3639044,282570310.9824
655,136.191,239977,32682707.607,3760,512078.16000000003,4775072,650321830.752
414,208.958,291551,60921913.858,6530,1364495.74,3913560,817769670.48
253,149.505,692570,103542677.85,9073,1356458.865,2961922,442822148.61
853,129.616,640174,82976793.18400002,1526,197794.01600000003,2794719,362240297.90400004
907,262.418,95702,25113927.436,904,237225.872,4141742,1086867652.1560001
1114,12.9007,642397,8287370.9779,1931,24911.2517,6081687,78458019.4809
939,1055.11,168578,177868333.57999998,6853,7230668.829999999,3782361,3990806914.7099996
2606,11.2554,5150573,57971759.3442,17371,195517.5534,3269509,36799631.5986
2837,150.956,243215,36714763.54,6213,937889.6279999999,4413118,666186640.808
1793,150.359,954968,143588033.512,75848,11404429.432,3088155,464331897.64500004
1046,85.9267,724652,62266955.0084,8621,740774.0806999999,3180756,273311866.5852
554,46.3771,134425,6234241.6674999995,1756,81438.1876,3431921,159162543.4091
1970,47.9169,52148367,2498788086.7023,4333,207623.9277,12332296,590925394.2024

weighted_avg,NA,NA,3454972440.0872,NA,29923971.487900004,NA,11946809037.9029
weighted_%,NA,NA,0.22388792032082686,NA,0.0019391227745934087,NA,0.7741729569045798
weighted_total,15431705449.478
