Simpoints,Weight,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_val,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_w_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_w_val
2766,217.447,5862,1274674.314,345,75019.215
2298,16.1495,0,0.0,0,0.0
2235,73.9095,88,6504.035999999999,75,5543.2125
562,151.883,1847,280527.901,479,72751.95700000001
2322,74.3347,13,966.3511,3,223.0041
533,77.6496,1709,132703.16640000002,742,57616.00320000001
655,136.191,251,34183.941,164,22335.324
414,208.958,18589,3884320.262,6994,1461452.252
253,149.505,7852,1173913.26,345,51579.225
853,129.616,102,13220.832000000002,85,11017.36
907,262.418,1355,355576.39,285,74789.13
1114,12.9007,2,25.8014,1,12.9007
939,1055.11,39403,41574499.33,10142,10700925.62
2606,11.2554,93,1046.7522,110,1238.094
2837,150.956,5882,887923.1919999999,257,38795.691999999995
1793,150.359,78,11728.002,139,20899.901
1046,85.9267,4651,399645.0817,315,27066.910499999998
554,46.3771,181,8394.2551,92,4266.6932
1970,47.9169,49,2347.9281,0,0.0

weighted_avg,NA,NA,50042200.79599999,NA,12625532.494199999
weighted_%,NA,NA,0.7985321658957404,NA,0.2014678341042596
weighted_total,62667733.29019999
