Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
2766,217.447,975,212010.825,0,0.0,0,0.0,350,76106.45,141995,30876386.765
2298,16.1495,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2235,73.9095,0,0.0,0,0.0,0,0.0,0,0.0,25280,1868432.16
562,151.883,3440,522477.52,0,0.0,0,0.0,735,111634.005,191115,29027119.545
2322,74.3347,0,0.0,0,0.0,0,0.0,0,0.0,6760,502502.572
533,77.6496,7355,571112.8080000001,0,0.0,0,0.0,3205,248866.96800000002,521940,40528432.22400001
655,136.191,5100,694574.1,0,0.0,0,0.0,0,0.0,73805,10051576.755
414,208.958,75350,15744985.3,65,13582.27,0,0.0,17610,3679750.38,2204280,460601940.24
253,149.505,1430,213792.15,0,0.0,0,0.0,7895,1180341.9749999999,332665,49735080.824999996
853,129.616,0,0.0,0,0.0,0,0.0,0,0.0,37395,4846990.32
907,262.418,130,34114.340000000004,0,0.0,0,0.0,840,220431.12,101630,26669541.34
1114,12.9007,0,0.0,0,0.0,0,0.0,0,0.0,3660,47216.562000000005
939,1055.11,87980,92828577.8,0,0.0,0,0.0,21110,22273372.099999998,2477365,2613892585.1499996
2606,11.2554,540,6077.916,0,0.0,0,0.0,0,0.0,34095,383752.863
2837,150.956,1105,166806.37999999998,0,0.0,0,0.0,435,65665.86,259760,39212330.559999995
1793,150.359,585,87960.015,0,0.0,0,0.0,0,0.0,44465,6685712.9350000005
1046,85.9267,6030,518138.001,0,0.0,0,0.0,365,31363.245499999997,263285,22623211.2095
554,46.3771,520,24116.092,0,0.0,0,0.0,135,6260.9085,50945,2362681.3595
1970,47.9169,36300,1739383.47,0,0.0,0,0.0,133425,6393312.382499999,1747560,83737657.764

weighted_avg,NA,NA,113364126.71699998,NA,13582.27,NA,0.0,NA,34287105.394499995,NA,3423653151.148999
weighted_%,NA,NA,0.031742938548503165,NA,3.803153382334701e-06,NA,0.0,NA,0.009600686840385224,NA,0.9586525714577293
weighted_total,3571317965.530499
