Simpoints,Weight,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_val,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_w_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_w_val
2766,217.447,7,1522.129,6200,1348171.4
2298,16.1495,0,0.0,0,0.0
2235,73.9095,0,0.0,163,12047.2485
562,151.883,16,2430.128,2310,350849.73000000004
2322,74.3347,0,0.0,16,1189.3552
533,77.6496,21,1630.6416000000002,2430,188688.52800000002
655,136.191,0,0.0,415,56519.265
414,208.958,90,18806.22,25493,5326966.294
253,149.505,5,747.525,8192,1224744.96
853,129.616,1,129.616,186,24108.576
907,262.418,18,4723.524,1622,425641.996
1114,12.9007,0,0.0,3,38.7021
939,1055.11,157,165652.27,49388,52109772.67999999
2606,11.2554,0,0.0,203,2284.8462
2837,150.956,21,3170.0759999999996,6118,923548.808
1793,150.359,0,0.0,217,32627.903000000002
1046,85.9267,14,1202.9738,4952,425509.0184
554,46.3771,2,92.7542,271,12568.194099999999
1970,47.9169,0,0.0,49,2347.9281

weighted_avg,NA,NA,200107.8576,NA,62467625.43259998
weighted_%,NA,NA,0.0031931561442209203,NA,0.996806843855779
weighted_total,62667733.29019998
