Simpoints,Weight,CBR_CORRECT_val,CBR_CORRECT_w_val,CBR_CORRECT_BTB_MISS_NT_NT_val,CBR_CORRECT_BTB_MISS_NT_NT_w_val,CBR_RECOVER_MISPREDICT_val,CBR_RECOVER_MISPREDICT_w_val,CBR_RECOVER_MISFETCH_val,CBR_RECOVER_MISFETCH_w_val,CBR_RECOVER_BTB_MISS_T_T_val,CBR_RECOVER_BTB_MISS_T_T_w_val,CBR_RECOVER_BTB_MISS_T_NT_val,CBR_RECOVER_BTB_MISS_T_NT_w_val,CBR_RECOVER_BTB_MISS_NT_T_val,CBR_RECOVER_BTB_MISS_NT_T_w_val
2766,217.447,1833854,398766050.738,490985,106763215.295,4766,1036352.402,0,0.0,364,79150.708,74,16091.078,37,8045.539
2298,16.1495,1086330,17543686.335,128566,2076276.6169999999,539,8704.5805,0,0.0,0,0.0,0,0.0,0,0.0
2235,73.9095,1140948,84326896.206,320044,23654292.018,6876,508201.72199999995,0,0.0,8,591.276,30,2217.285,95,7021.402499999999
562,151.883,1534893,233124153.51900002,311994,47386584.702,17430,2647320.69,0,0.0,51,7746.033,208,31591.664,320,48602.560000000005
2322,74.3347,1484752,110368594.4944,352247,26184175.0709,2923,217280.32809999998,0,0.0,1,74.3347,11,817.6817,15,1115.0205
533,77.6496,1567357,121704644.10720001,310881,24139785.2976,34025,2642027.64,0,0.0,93,7221.412800000001,368,28575.0528,429,33311.678400000004
655,136.191,991783,135071918.553,508057,69192790.887,2232,303978.31200000003,0,0.0,3,408.573,12,1634.292,86,11712.426
414,208.958,1144440,239139893.52,457685,95636942.23,21584,4510149.472,0,0.0,2630,549559.54,3160,660307.28,3867,808040.586
253,149.505,1183546,176946044.73,553107,82692262.035,14875,2223886.875,0,0.0,218,32592.09,116,17342.579999999998,19,2840.595
853,129.616,1334306,172947406.49600002,285346,36985407.13600001,22839,2960299.8240000005,0,0.0,8,1036.928,76,9850.816,68,8813.888
907,262.418,1254877,329302312.586,467872,122778034.496,57078,14978294.604,0,0.0,17,4461.106,305,80037.49,91,23880.038
1114,12.9007,4131435,53298403.5045,383787,4951120.9509000005,3672,47371.3704,1,12.9007,0,0.0,14,180.6098,5,64.5035
939,1055.11,862003,909507985.3299999,683522,721190897.42,38110,40210242.099999994,0,0.0,3960,4178235.5999999996,3444,3633798.84,3842,4053732.6199999996
2606,11.2554,5690004,64043271.0216,386426,4349379.2003999995,3721,41881.3434,0,0.0,2,22.5108,28,315.1512,71,799.1333999999999
2837,150.956,1173449,177139167.244,449178,67806114.168,17792,2685809.152,1,150.956,160,24152.96,113,17058.028,52,7849.7119999999995
1793,150.359,1424023,214114674.257,333005,50070298.795,23722,3566816.1980000003,0,0.0,17,2556.103,93,13983.387,89,13381.951000000001
1046,85.9267,1137129,97709742.4443,608572,52292583.6724,8688,746531.1696,0,0.0,139,11943.8113,130,11170.471,174,14951.245799999999
554,46.3771,1267247,58771240.8437,146229,6781676.9558999995,19641,910892.6211,0,0.0,29,1344.9359,84,3895.6764,55,2550.7405
1970,47.9169,63318863,3034043626.4846997,426811,20451460.0059,680,32583.492,0,0.0,0,0.0,0,0.0,1,47.9169

weighted_avg,NA,NA,6627869712.414399,NA,1565383296.953,NA,80278623.89609998,NA,163.8567,NA,4901097.9225,NA,4528867.382900001,NA,5046761.5565
weighted_%,NA,NA,0.7996938822198434,NA,0.18887327304543938,NA,0.009686117438683436,NA,1.977033439647967e-08,NA,0.0005913480793749466,NA,0.0005464361396100541,NA,0.0006089233067143622
weighted_total,8288008523.9821
