Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
2766,217.447,1005808879,218710123311.913
2298,16.1495,762782560,12318556952.72
2235,73.9095,3444085793,254550658917.7335
562,151.883,982717014,149258008237.362
2322,74.3347,1033359564,76814473182.0708
533,77.6496,2253645782,174994693513.9872
655,136.191,1412000139,192301710930.549
414,208.958,1239329186,258967748048.188
253,149.505,1392131266,208130584923.33
853,129.616,3249513828,421188984330.04803
907,262.418,1268502313,332877839972.834
1114,12.9007,1870238145,24127381237.2015
939,1055.11,1179382423,1244378188331.5298
2606,11.2554,11258517461,126719117430.5394
2837,150.956,1306366730,197203896093.87997
1793,150.359,4739974674,712697852007.9661
1046,85.9267,1254632134,107806398988.57779
554,46.3771,959175097,44483759391.0787
1970,47.9169,14739055815,706249863581.7734

weighted_avg,NA,NA,5463779839383.283
weighted_%,NA,NA,1.0
weighted_total,5463779839383.283
