Simpoints,Weight,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_w_val
2766,217.447,176491583,38377565248.601
2298,16.1495,132678246,2142687333.777
2235,73.9095,583821646,43149965945.036995
562,151.883,137166181,20833211068.823
2322,74.3347,188322681,13998909995.3307
533,77.6496,381844723,29650090003.060802
655,136.191,198524014,27037183990.674
414,208.958,170712102,35671659409.716
253,149.505,210448422,31463091331.11
853,129.616,575770418,74629058499.488
907,262.418,160567354,42135763901.972
1114,12.9007,346084299,4464729716.109301
939,1055.11,144823902,152805147239.21997
2606,11.2554,2360103134,26563904814.4236
2837,150.956,181920638,27462011829.927998
1793,150.359,840554687,126384962182.63301
1046,85.9267,184585500,15860822882.849998
554,46.3771,145339516,6740425267.4836
1970,47.9169,3747928760,179589127600.044

weighted_avg,NA,NA,898960318260.281
weighted_%,NA,NA,1.0
weighted_total,898960318260.281
