Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2766,217.447,30316,6592123.252,0,0.0
2298,16.1495,0,0.0,0,0.0
2235,73.9095,3394,250848.843,0,0.0
562,151.883,31672,4810438.376,0,0.0
2322,74.3347,1269,94330.7343,0,0.0
533,77.6496,65781,5107868.3376,0,0.0
655,136.191,11880,1617949.08,0,0.0
414,208.958,347514,72615830.412,50,10447.9
253,149.505,65915,9854622.075,0,0.0
853,129.616,5487,711202.9920000001,0,0.0
907,262.418,17175,4507029.15,0,0.0
1114,12.9007,577,7443.7039,0,0.0
939,1055.11,402125,424286108.74999994,742,782891.6199999999
2606,11.2554,5899,66395.6046,0,0.0
2837,150.956,46294,6988357.063999999,0,0.0
1793,150.359,7098,1067248.182,0,0.0
1046,85.9267,50064,4301834.3088,0,0.0
554,46.3771,7678,356083.3738,0,0.0
1970,47.9169,338282,16209424.7658,0,0.0

weighted_avg,NA,NA,559445139.0048,NA,793339.5199999999
weighted_%,NA,NA,0.9985839253274981,NA,0.0014160746725019554
weighted_total,560238478.5248
