Simpoints,Weight,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_val,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_w_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_w_val
4118,2431.67,151,367182.17,39461,95956129.87
1010,22.174,195,4323.93,41865,928314.51
1362,2347.06,176,413082.56,40720,95572283.2
5198,1186.62,218,258683.15999999997,39485,46853690.699999996

weighted_avg,NA,NA,1043271.8199999998,NA,239310418.28
weighted_%,NA,NA,0.004340569181883344,NA,0.9956594308181167
weighted_total,240353690.1
