Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
4118,2431.67,297085,722412681.95,20080,48827933.6,4691479,11408128739.93
1010,22.174,528130,11710754.62,18738,415496.412,4743470,105181703.78
1362,2347.06,293350,688510051.0,20126,47236929.56,4705857,11044928730.42
5198,1186.62,294783,349795403.46,21066,24997336.919999998,4682350,5556170156.999999

weighted_avg,NA,NA,1772428891.0300002,NA,121477696.492,NA,28114409331.13
weighted_%,NA,NA,0.059064590490009054,NA,0.0040481344178496265,NA,0.9368872750921413
weighted_total,30008315918.652
