Simpoints,Weight,ICACHE_FIRST_MISS_AFTER_WARMUP_NO_PREF_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_NO_PREF_DURING_WARMUP_w_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_UNUSEFUL_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_UNUSEFUL_DURING_WARMUP_w_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_USEFUL_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_USEFUL_DURING_WARMUP_w_val
4118,2431.67,0,0.0,0,0.0,0,0.0
1010,22.174,23,510.002,0,0.0,15,332.61
1362,2347.06,2,4694.12,0,0.0,0,0.0
5198,1186.62,2,2373.24,0,0.0,0,0.0

weighted_avg,NA,NA,7577.362,NA,0.0,NA,332.61
weighted_%,NA,NA,0.9579505464747536,NA,0.0,NA,0.04204945352524636
weighted_total,7909.972
