Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
4118,2431.67,463711469,1127593267823.23
1010,22.174,495246190,10981589017.06
1362,2347.06,466098551,1093961265110.0599
5198,1186.62,463924322,550501878971.6399

weighted_avg,NA,NA,2783038000921.99
weighted_%,NA,NA,1.0
weighted_total,2783038000921.99
