Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2264,44.9546,2417,108655.26819999999,0,0.0
812,334.908,7770,2602235.16,0,0.0
1358,97.2156,9364,910326.8783999999,0,0.0
1778,40.8635,2,81.727,0,0.0
828,45.4532,243,11045.1276,0,0.0
2213,8.07837,6,48.47022,0,0.0
1726,65.5195,20,1310.3899999999999,0,0.0
2054,37.2896,195,7271.472,0,0.0
1903,16.1097,6,96.6582,0,0.0
509,133.977,1597,213961.269,0,0.0
1751,10.0901,0,0.0,0,0.0
62,40.4224,471,19038.9504,0,0.0
2151,40.7196,80,3257.568,0,0.0
239,98.774,116,11457.784,0,0.0
1893,44.3029,0,0.0,0,0.0
1305,111.513,12340,1376070.4200000002,0,0.0
1673,34.2884,85,2914.514,0,0.0
492,45.4197,2510,114003.447,0,0.0
2249,320.874,15621,5012372.754000001,0,0.0
264,17.7912,1001,17808.9912,0,0.0
2123,26.1783,36,942.4188,0,0.0
116,27.1629,320,8692.128,0,0.0
1159,18.1708,76,1380.9808,0,0.0
1270,263.009,6531,1717711.779,0,0.0
2165,28.2044,3,84.6132,0,0.0
1152,171.372,180,30846.960000000003,0,0.0
792,79.0312,696,55005.7152,0,0.0
1979,51.6033,684,35296.6572,0,0.0
2185,56.1164,7,392.8148,0,0.0

weighted_avg,NA,NA,12262310.91622,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,12262310.91622
