Simpoints,Weight,ICACHE_FIRST_MISS_AFTER_WARMUP_SEEN_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_SEEN_DURING_WARMUP_w_val,ICACHE_FIRST_MISS_AFTER_WARMUP_NOT_SEEN_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_NOT_SEEN_DURING_WARMUP_w_val
2264,44.9546,50,2247.73,347,15599.2462
812,334.908,0,0.0,0,0.0
1358,97.2156,0,0.0,0,0.0
1778,40.8635,2,81.727,0,0.0
828,45.4532,36,1636.3152,46,2090.8472
2213,8.07837,10,80.7837,9,72.70533
1726,65.5195,0,0.0,0,0.0
2054,37.2896,38,1417.0048,69,2572.9824
1903,16.1097,1,16.1097,0,0.0
509,133.977,16,2143.632,2,267.954
1751,10.0901,0,0.0,0,0.0
62,40.4224,20,808.4480000000001,45,1819.008
2151,40.7196,3,122.1588,92,3746.2032
239,98.774,3,296.322,0,0.0
1893,44.3029,0,0.0,0,0.0
1305,111.513,13,1449.669,0,0.0
1673,34.2884,1,34.2884,3,102.86520000000002
492,45.4197,3,136.2591,0,0.0
2249,320.874,62,19894.188000000002,46,14760.204000000002
264,17.7912,34,604.9008,131,2330.6472
2123,26.1783,0,0.0,0,0.0
116,27.1629,6,162.9774,7,190.1403
1159,18.1708,14,254.3912,28,508.7824
1270,263.009,350,92053.15000000001,966,254066.69400000002
2165,28.2044,0,0.0,0,0.0
1152,171.372,3,514.116,0,0.0
792,79.0312,0,0.0,0,0.0
1979,51.6033,2,103.2066,0,0.0
2185,56.1164,5,280.582,6,336.6984

weighted_avg,NA,NA,124337.95969999999,NA,298464.97783
weighted_%,NA,NA,0.29408016989280633,NA,0.7059198301071936
weighted_total,422802.93753
