Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
2264,44.9546,216984752,9754462732.2592
812,334.908,218849815,73294553842.02
1358,97.2156,449290859,43678080432.2004
1778,40.8635,555211674,22687892240.499
828,45.4532,1847403378,83970395220.9096
2213,8.07837,1131000313,9136638998.52981
1726,65.5195,13825534,905842074.9129999
2054,37.2896,342701978,12779219678.8288
1903,16.1097,26598679,428496739.0863
509,133.977,247220115,33121809347.355
1751,10.0901,0,0.0
62,40.4224,140567133,5682060876.9792
2151,40.7196,1800766665,73326498292.134
239,98.774,36468518,3602141396.932
1893,44.3029,0,0.0
1305,111.513,633958497,70694613875.961
1673,34.2884,312140593,10702801509.0212
492,45.4197,315776492,14342473533.6924
2249,320.874,532871982,170984764352.268
264,17.7912,1335145662,23753843501.7744
2123,26.1783,123747426,3239497242.0558
116,27.1629,1109755852,30144187232.290802
1159,18.1708,460430926,8366398270.1608
1270,263.009,937334304,246527357960.73602
2165,28.2044,2760759,77865551.1396
1152,171.372,271033086,46447482013.992004
792,79.0312,39596011,3129320264.5432
1979,51.6033,208893043,10779570365.8419
2185,56.1164,4330294955,243000563812.762

weighted_avg,NA,NA,1254558831358.8855
weighted_%,NA,NA,1.0
weighted_total,1254558831358.8855
