Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
2264,44.9546,11599,521428.4054,8084,363412.9864
812,334.908,86005,28803762.540000003,17099,5726591.892
1358,97.2156,24600,2391503.76,29925,2909176.83
1778,40.8635,2,81.727,0,0.0
828,45.4532,221,10045.1572,1180,53634.776000000005
2213,8.07837,14,113.09718,164,1324.85268
1726,65.5195,218,14283.250999999998,100,6551.949999999999
2054,37.2896,590,22000.864,782,29160.4672
1903,16.1097,30,483.291,43,692.7171
509,133.977,17950,2404887.15,2599,348206.223
1751,10.0901,0,0.0,0,0.0
62,40.4224,6306,254903.65440000003,1319,53317.1456
2151,40.7196,75,3053.97,867,35303.8932
239,98.774,480,47411.520000000004,118,11655.332
1893,44.3029,0,0.0,0,0.0
1305,111.513,32399,3612909.6870000004,40402,4505348.226
1673,34.2884,209,7166.275600000001,25,857.21
492,45.4197,14193,644641.8021,6415,291367.37549999997
2249,320.874,37967,12182623.158000002,40285,12926409.090000002
264,17.7912,8410,149623.992,3065,54530.028
2123,26.1783,22,575.9226,44,1151.8452
116,27.1629,459,12467.7711,40,1086.516
1159,18.1708,106,1926.1048,668,12138.0944
1270,263.009,12384,3257103.4560000002,42944,11294658.496000001
2165,28.2044,211,5951.1284,3,84.6132
1152,171.372,1125,192793.50000000003,897,153720.684
792,79.0312,40667,3213961.8104,1133,89542.3496
1979,51.6033,2748,141805.8684,751,38754.0783
2185,56.1164,11,617.2804,30,1683.492

weighted_avg,NA,NA,57898126.14398001,NA,38910361.163380004
weighted_%,NA,NA,0.5980686999080732,NA,0.40193130009192674
weighted_total,96808487.30736002
