Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
2264,44.9546,11,494.50059999999996,0,0.0,0,0.0,1073,48236.2858,2953,132750.9338
812,334.908,0,0.0,0,0.0,0,0.0,396,132623.568,8229,2755957.932
1358,97.2156,0,0.0,0,0.0,0,0.0,2104,204541.6224,12334,1199057.2104
1778,40.8635,0,0.0,0,0.0,0,0.0,0,0.0,3,122.5905
828,45.4532,0,0.0,0,0.0,0,0.0,200,9090.640000000001,362,16454.0584
2213,8.07837,0,0.0,0,0.0,0,0.0,48,387.76176,23,185.80250999999998
1726,65.5195,0,0.0,0,0.0,0,0.0,2,131.039,22,1441.4289999999999
2054,37.2896,2,74.5792,0,0.0,0,0.0,139,5183.2544,266,9919.0336
1903,16.1097,0,0.0,0,0.0,0,0.0,11,177.2067,12,193.3164
509,133.977,0,0.0,0,0.0,0,0.0,219,29340.963,1724,230976.348
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,1,40.4224,0,0.0,0,0.0,166,6710.1184,553,22353.5872
2151,40.7196,0,0.0,0,0.0,0,0.0,180,7329.528,143,5822.9028
239,98.774,0,0.0,0,0.0,0,0.0,12,1185.288,121,11951.654
1893,44.3029,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1305,111.513,1,111.513,0,0.0,0,0.0,3143,350485.359,16857,1879774.641
1673,34.2884,0,0.0,0,0.0,0,0.0,13,445.74920000000003,96,3291.6864000000005
492,45.4197,0,0.0,0,0.0,0,0.0,383,17395.7451,2822,128174.3934
2249,320.874,0,0.0,0,0.0,0,0.0,3279,1052145.8460000001,19534,6267952.716
264,17.7912,12,213.49439999999998,0,0.0,0,0.0,400,7116.48,1133,20157.4296
2123,26.1783,0,0.0,0,0.0,0,0.0,8,209.4264,48,1256.5584
116,27.1629,0,0.0,0,0.0,0,0.0,37,1005.0273,323,8773.6167
1159,18.1708,2,36.3416,0,0.0,0,0.0,234,4251.9672,124,2253.1792
1270,263.009,43,11309.387,0,0.0,0,0.0,6642,1746905.7780000002,9973,2622988.757
2165,28.2044,1,28.2044,0,0.0,0,0.0,0,0.0,3,84.6132
1152,171.372,0,0.0,0,0.0,0,0.0,48,8225.856,216,37016.352000000006
792,79.0312,0,0.0,0,0.0,0,0.0,5,395.156,697,55084.746399999996
1979,51.6033,0,0.0,0,0.0,0,0.0,114,5882.776199999999,753,38857.2849
2185,56.1164,0,0.0,0,0.0,0,0.0,32,1795.7248,13,729.5132

weighted_avg,NA,NA,12308.4426,NA,0.0,NA,0.0,NA,3641198.1666600006,NA,15453582.28601
weighted_%,NA,NA,0.0006441819927391964,NA,0.0,NA,0.0,NA,0.19056791888173957,NA,0.8087878991255213
weighted_total,19107088.89527
