Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
2264,44.9546,2538494,114116982.3724,70930,3188629.778,3296,148170.3616,8464,380495.7344
812,334.908,1640930,549560584.44,587027,196600038.516,3044,1019459.952,117,39184.236000000004
1358,97.2156,2182192,212143104.5952,163758,15919832.2248,51998,5055016.7688,11206,1089398.0136
1778,40.8635,1690304,69071737.50400001,0,0.0,32,1307.632,13,531.2255
828,45.4532,4776345,217100164.55400002,187,8499.7484,936,42544.1952,3571,162313.37720000002
2213,8.07837,1563518,12630676.90566,0,0.0,1,8.07837,575,4645.06275
1726,65.5195,1455274,95348824.843,979,64143.59049999999,49,3210.4554999999996,0,0.0
2054,37.2896,1523503,56810817.4688,3596,134093.4016,54,2013.6384,1516,56531.0336
1903,16.1097,863633,13912868.5401,43,692.7171,169,2722.5393,34,547.7298
509,133.977,1574490,210945446.73000002,70145,9397816.665000001,33377,4471750.329,1326,177653.502
1751,10.0901,1426341,14391923.324099999,0,0.0,0,0.0,0,0.0
62,40.4224,1906919,77082242.5856,44721,1807730.1504000002,905,36582.272000000004,2070,83674.368
2151,40.7196,4050855,164949195.258,45,1832.382,55,2239.578,5483,223265.5668
239,98.774,1576063,155674046.762,3352,331090.448,23,2271.802,5,493.87
1893,44.3029,741090,32832436.161000002,0,0.0,0,0.0,0,0.0
1305,111.513,2733387,304808184.531,211298,23562473.874,53729,5991481.977,28692,3199530.9960000003
1673,34.2884,1814416,62213421.57440001,691,23693.2844,129,4423.203600000001,97,3325.9748000000004
492,45.4197,1591162,72270100.69139999,64693,2938336.6521,28810,1308541.557,2301,104510.7297
2249,320.874,3495657,1121665444.2180002,313508,100596565.99200001,68748,22059445.752,1292,414569.20800000004
264,17.7912,4985078,88690519.7136,60673,1079445.4776,74,1316.5488,5159,91784.8008
2123,26.1783,1642478,42997281.8274,143,3743.4969,88,2303.6904,0,0.0
116,27.1629,2720891,73907290.1439,1521,41314.7709,27,733.3983000000001,321,8719.2909
1159,18.1708,2234215,40597473.922,389,7068.4412,185,3361.598,3915,71138.682
1270,263.009,4101503,1078732202.527,102698,27010498.282,20850,5483737.65,83779,22034631.011
2165,28.2044,1160769,32738793.1836,1077,30376.1388,0,0.0,5,141.022
1152,171.372,2352423,403139434.356,847,145152.084,5164,884965.008,12,2056.464
792,79.0312,1096454,86654075.36479999,200555,15850102.316,136,10748.243199999999,96,7586.995199999999
1979,51.6033,1532871,79101202.07429999,288,14861.750399999999,6967,359520.1911,2668,137677.60439999998
2185,56.1164,5009105,281092939.82199997,0,0.0,0,0.0,230,12906.771999999999

weighted_avg,NA,NA,5765179415.99326,NA,398758032.18210006,NA,46897876.419569984,NA,28307313.270450003
weighted_%,NA,NA,0.9240339178983287,NA,0.06391231220809668,NA,0.007516718104014259,NA,0.004537051789560446
weighted_total,6239142637.86538
