Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,40,32406.039999999997,4671,3784215.321
5297,898.498,0,0.0,0,0.0,0,0.0,45,40432.41,4773,4288530.954
5168,967.77,0,0.0,0,0.0,0,0.0,40,38710.8,4873,4715943.21
2807,979.819,0,0.0,0,0.0,0,0.0,57,55849.683,4905,4806012.194999999
2215,509.983,0,0.0,0,0.0,0,0.0,21,10709.643,4924,2511156.292
1490,862.35,0,0.0,0,0.0,0,0.0,35,30182.25,4917,4240174.95
3954,490.914,0,0.0,0,0.0,0,0.0,25,12272.85,4899,2404987.6859999998
2031,399.553,0,0.0,0,0.0,0,0.0,15,5993.295,5020,2005756.06

weighted_avg,NA,NA,0.0,NA,0.0,NA,0.0,NA,226556.97100000002,NA,28756776.667999998
weighted_%,NA,NA,0.0,NA,0.0,NA,0.0,NA,0.007816801677193709,NA,0.9921831983228062
weighted_total,28983333.639
