Simpoints,Weight,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_w_val
517,810.151,99836636,80882750492.036
5297,898.498,99933760,89790283492.48001
5168,967.77,100111449,96884856998.73
2807,979.819,99964981,97947587718.439
2215,509.983,100146254,51072887053.682
1490,862.35,100154682,86368390022.7
3954,490.914,100135016,49157681244.624
2031,399.553,100105439,39997428468.767

weighted_avg,NA,NA,592101865491.4579
weighted_%,NA,NA,1.0
weighted_total,592101865491.4579
