Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
517,810.151,1166238,944828881.938,508946,412323110.84599996,172,139345.97199999998,0,0.0
5297,898.498,1176174,1056789986.6520001,509157,457476546.18600005,237,212944.026,157,141064.18600000002
5168,967.77,1171275,1133524806.75,508927,492524282.78999996,513,496466.01,0,0.0
2807,979.819,1167019,1143467389.5609999,508653,498387873.807,544,533021.536,0,0.0
2215,509.983,1167744,595529588.352,508780,259469150.74,484,246831.772,0,0.0
1490,862.35,1175661,1013831263.35,509063,438990478.05,470,405304.5,156,134526.6
3954,490.914,1169138,573946212.132,508401,249581168.514,510,250366.13999999998,0,0.0
2031,399.553,1168430,466849711.79,508152,203033656.056,605,241729.565,0,0.0

weighted_avg,NA,NA,6928767840.525001,NA,3011786266.9890003,NA,2526009.521,NA,275590.786
weighted_%,NA,NA,0.6968238936755669,NA,0.30289435030671424,NA,0.0002540399433777828,NA,2.7716074341304377e-05
weighted_total,9943355707.821
