Simpoints,Weight,FDIP_NEW_PREFETCHES_ONPATH_val,FDIP_NEW_PREFETCHES_ONPATH_w_val,FDIP_NEW_PREFETCHES_OFFPATH_val,FDIP_NEW_PREFETCHES_OFFPATH_w_val
517,810.151,392150,317700714.65,28836,23361514.235999998
5297,898.498,391362,351637974.276,29963,26921695.574
5168,967.77,392282,379638751.14,29214,28272432.78
2807,979.819,392310,384392791.89,29173,28584259.687
2215,509.983,392056,199941895.048,29430,15008799.69
1490,862.35,391426,337546211.1,30246,26082638.1
3954,490.914,391957,192417178.69799998,29170,14319961.379999999
2031,399.553,391709,156508506.077,29391,11743262.223

weighted_avg,NA,NA,2319784022.879,NA,174294563.67
weighted_%,NA,NA,0.9301166512514878,NA,0.06988334874851214
weighted_total,2494078586.5490003
