Simpoints,Weight,ICACHE_HIT_ONPATH_BY_FDIP_val,ICACHE_HIT_ONPATH_BY_FDIP_w_val,ICACHE_HIT_OFFPATH_BY_FDIP_val,ICACHE_HIT_OFFPATH_BY_FDIP_w_val
517,810.151,403078,326554044.778,20244,16400696.843999999
5297,898.498,402770,361888039.46000004,22496,20212611.008
5168,967.77,402884,389899048.68,21201,20517691.77
2807,979.819,402776,394647577.54399997,21647,21210141.893
2215,509.983,402717,205378823.811,20968,10693323.544
1490,862.35,402555,347143304.25,22572,19464964.2
3954,490.914,402714,197697940.596,20220,9926281.08
2031,399.553,402611,160864432.883,20200,8070970.6

weighted_avg,NA,NA,2384073212.002,NA,126496680.93899998
weighted_%,NA,NA,0.9496143559696656,NA,0.0503856440303344
weighted_total,2510569892.941
