Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
517,810.151,190082,153995122.382,7935,6428548.185,4226251,3423901473.901
5297,898.498,191982,172495443.036,7811,7018167.8780000005,4227018,3797967218.964
5168,967.77,196352,190023575.04,6350,6145339.5,4222060,4085983006.2
2807,979.819,189418,185595355.34199998,6415,6285538.885,4228623,4143285159.237
2215,509.983,195762,99835292.046,6280,3202693.24,4222726,2153518473.658
1490,862.35,195477,168569590.95000002,6993,6030413.55,4224507,3643003611.4500003
3954,490.914,195917,96178398.138,6259,3072630.726,4222419,2072844600.9659998
2031,399.553,195051,77933212.203,6259,2500802.227,4223348,1687451363.444

weighted_avg,NA,NA,1144625989.137,NA,40684134.191,NA,25007954907.82
weighted_%,NA,NA,0.04369924817604281,NA,0.0015532288220891908,NA,0.954747523001868
weighted_total,26193265031.148
