Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
517,810.151,380680,308408282.68,22398,18145762.097999997
5297,898.498,379831,341277393.838,22939,20610645.622
5168,967.77,380623,368355520.71,22261,21543527.97
2807,979.819,380617,372935768.323,22159,21711809.221
2215,509.983,380370,193982233.71,22347,11396590.101
1490,862.35,379765,327490347.75,22790,19652956.5
3954,490.914,380293,186691157.802,22421,11006782.794
2031,399.553,379936,151804568.608,22675,9059864.275

weighted_avg,NA,NA,2250945273.421,NA,133127938.581
weighted_%,NA,NA,0.9441594587318872,NA,0.05584054126811284
weighted_total,2384073212.002
