Simpoints,Weight,FDIP_ATTEMPTED_PREF_ONPATH_val,FDIP_ATTEMPTED_PREF_ONPATH_w_val,FDIP_ATTEMPTED_PREF_OFFPATH_val,FDIP_ATTEMPTED_PREF_OFFPATH_w_val
517,810.151,1462223,1184621425.6729999,213133,172669913.083
5297,898.498,1462269,1313845771.9620001,223456,200774769.088
5168,967.77,1462053,1414931031.81,218662,211614523.74
2807,979.819,1461817,1432316071.123,214399,210072213.781
2215,509.983,1462945,746077079.9350001,214063,109168490.929
1490,862.35,1463117,1261718944.95,222233,191642627.55
3954,490.914,1462454,717939142.956,215595,105838603.83
2031,399.553,1463476,584736226.228,213711,85388871.183

weighted_avg,NA,NA,8656185694.637001,NA,1287170013.184
weighted_%,NA,NA,0.8705497368286272,NA,0.12945026317137276
weighted_total,9943355707.821001
