Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
517,810.151,81698,66187716.397999994,6434,5212511.534
5297,898.498,81686,73394707.628,6540,5876176.92
5168,967.77,81437,78812285.49,6507,6297279.39
2807,979.819,81264,79624011.21599999,6450,6319832.55
2215,509.983,81233,41427449.039,6545,3337838.735
1490,862.35,81354,70155621.9,6663,5745838.05
3954,490.914,81295,39908853.63,6489,3185540.946
2031,399.553,81115,32409741.595,6542,2613875.726

weighted_avg,NA,NA,481920386.896,NA,38588893.850999996
weighted_%,NA,NA,0.9258631972985768,NA,0.07413680270142312
weighted_total,520509280.74700004
