Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
49,53.1722,1548738,82349806.6836,56263,2991627.4886
1172,4605.89,1559345,7182171542.05,62497,287854307.33000004

weighted_avg,NA,NA,7264521348.733601,NA,290845934.81860006
weighted_%,NA,NA,0.9615047258586935,NA,0.03849527414130649
weighted_total,7555367283.5522
