Simpoints,Weight,FDIP_AVG_FTQ_OCCUPANCY_val,FDIP_AVG_FTQ_OCCUPANCY_w_val
49,53.1722,23,1222.9605999999999
1172,4605.89,22,101329.58

weighted_avg,NA,NA,102552.54060000001
weighted_%,NA,NA,1.0
weighted_total,102552.54060000001
