Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
49,53.1722,4504835,239531987.58699998
1172,4605.89,4812760,22167043156.4

weighted_avg,NA,NA,22406575143.987003
weighted_%,NA,NA,1.0
weighted_total,22406575143.987003
