Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
49,53.1722,150112,7981785.2864
1172,4605.89,172203,793148075.6700001

weighted_avg,NA,NA,801129860.9564
weighted_%,NA,NA,1.0
weighted_total,801129860.9564
