Simpoints,Weight,ST_OP_CF_val,ST_OP_CF_w_val
49,53.1722,13.847,736.2754534
1172,4605.89,13.72,63192.81080000001

weighted_avg,NA,NA,63929.086253400004
weighted_%,NA,NA,1.0
weighted_total,63929.086253400004
