Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
49,53.1722,49644,2639680.6968,0,0.0
1172,4605.89,56014,257994322.46,0,0.0

weighted_avg,NA,NA,260634003.1568,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,260634003.1568
