Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
517,810.151,67621,54783220.771
5297,898.498,69471,62419554.558000006
5168,967.77,68032,65839328.64
2807,979.819,68213,66836393.447
2215,509.983,69184,35282663.872
1490,862.35,70312,60633553.2
3954,490.914,68413,33584899.482
2031,399.553,69021,27577547.612999998

weighted_avg,NA,NA,406957161.58299994
weighted_%,NA,NA,1.0
weighted_total,406957161.58299994
