Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
517,810.151,1223262899,991027660887.7489
5297,898.498,1221353471,1097383650986.5581
5168,967.77,1224988704,1185507318070.08
2807,979.819,1224973677,1200252483224.463
2215,509.983,1221313603,622849175198.749
1490,862.35,1225160419,1056517087324.65
3954,490.914,1225608514,601668378041.796
2031,399.553,1222317484,488380617684.652

weighted_avg,NA,NA,7243586371418.697
weighted_%,NA,NA,1.0
weighted_total,7243586371418.697
