Simpoints,Weight,ICACHE_HIT_ONPATH_BY_FDIP_val,ICACHE_HIT_ONPATH_BY_FDIP_w_val,ICACHE_HIT_OFFPATH_BY_FDIP_val,ICACHE_HIT_OFFPATH_BY_FDIP_w_val
517,810.151,401026,324891614.926,38315,31040935.564999998
5297,898.498,400466,359817900.068,39765,35728772.97
5168,967.77,400979,388055446.83,39057,37798192.89
2807,979.819,400917,392826094.023,40115,39305439.184999995
2215,509.983,401041,204524092.303,39106,19943395.198
1490,862.35,401030,345828220.5,41126,35465006.1
3954,490.914,400882,196798586.148,38371,18836861.094
2031,399.553,401028,160231940.484,38201,15263324.152999999

weighted_avg,NA,NA,2372973895.282,NA,233381927.15499997
weighted_%,NA,NA,0.9104566133503663,NA,0.08954338664963356
weighted_total,2606355822.4370003
