Simpoints,Weight,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_val,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_w_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_w_val
517,810.151,5649,4576542.999,61972,50206677.772
5297,898.498,5529,4967795.442,63942,57451759.116000004
5168,967.77,5601,5420479.77,62431,60418848.87
2807,979.819,5661,5546755.359,62552,61289638.088
2215,509.983,5580,2845705.14,63604,32436958.732
1490,862.35,5580,4811913.0,64732,55821640.2
3954,490.914,5586,2742245.604,62827,30842653.878
2031,399.553,5564,2223112.892,63457,25354434.721

weighted_avg,NA,NA,33134550.206,NA,373822611.37700003
weighted_%,NA,NA,0.08142024108167001,NA,0.9185797589183299
weighted_total,406957161.58300006
