Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
2264,44.9546,0,0.0,0,0.0,0,0.0,1199,53900.5654,3131,140752.85259999998
812,334.908,0,0.0,0,0.0,0,0.0,247,82722.276,5096,1706691.168
1358,97.2156,0,0.0,0,0.0,0,0.0,1754,170516.1624,10762,1046234.2871999999
1778,40.8635,0,0.0,0,0.0,0,0.0,0,0.0,4,163.454
828,45.4532,0,0.0,0,0.0,0,0.0,230,10454.236,378,17181.3096
2213,8.07837,0,0.0,0,0.0,0,0.0,46,371.60501999999997,29,234.27273
1726,65.5195,0,0.0,0,0.0,0,0.0,4,262.078,25,1637.9874999999997
2054,37.2896,0,0.0,0,0.0,0,0.0,158,5891.7568,278,10366.5088
1903,16.1097,0,0.0,0,0.0,0,0.0,18,289.9746,17,273.8649
509,133.977,0,0.0,0,0.0,0,0.0,560,75027.12,6414,859328.478
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,0,0.0,0,0.0,0,0.0,200,8084.4800000000005,748,30235.955200000004
2151,40.7196,0,0.0,0,0.0,0,0.0,213,8673.2748,174,7085.2104
239,98.774,0,0.0,0,0.0,0,0.0,12,1185.288,121,11951.654
1893,44.3029,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1305,111.513,1,111.513,0,0.0,0,0.0,2404,268077.25200000004,14481,1614819.753
1673,34.2884,0,0.0,0,0.0,0,0.0,23,788.6332000000001,112,3840.3008000000004
492,45.4197,0,0.0,0,0.0,0,0.0,837,38016.2889,5526,250989.2622
2249,320.874,0,0.0,0,0.0,0,0.0,2828,907431.672,15103,4846160.022000001
264,17.7912,135,2401.812,0,0.0,0,0.0,404,7187.6448,1085,19303.452
2123,26.1783,0,0.0,0,0.0,0,0.0,8,209.4264,46,1204.2018
116,27.1629,0,0.0,0,0.0,0,0.0,38,1032.1902,315,8556.3135
1159,18.1708,7,127.1956,0,0.0,0,0.0,227,4124.7716,150,2725.62
1270,263.009,62,16306.558,0,0.0,0,0.0,7211,1896557.8990000002,10034,2639032.3060000003
2165,28.2044,0,0.0,0,0.0,0,0.0,0,0.0,3,84.6132
1152,171.372,0,0.0,0,0.0,0,0.0,153,26219.916,483,82772.676
792,79.0312,0,0.0,0,0.0,0,0.0,6,474.18719999999996,829,65516.864799999996
1979,51.6033,0,0.0,0,0.0,0,0.0,171,8824.1643,1349,69612.8517
2185,56.1164,0,0.0,0,0.0,0,0.0,30,1683.492,10,561.164

weighted_avg,NA,NA,18947.0786,NA,0.0,NA,0.0,NA,3578006.354620001,NA,13437316.403930001
weighted_%,NA,NA,0.001112291796545242,NA,0.0,NA,0.0,NA,0.2100475329336826,NA,0.7888401752697722
weighted_total,17034269.83715
