Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
2264,44.9546,170524,7665838.2104,998,44864.6908,3855289,173312974.87939999
812,334.908,63617,21305842.236,937,313808.79600000003,4078669,1365978877.4520001
1358,97.2156,279877,27208410.4812,6373,619555.0188,3276722,318548495.2632
1778,40.8635,350930,14340228.055000002,2878,117605.153,17512017,715602306.6795
828,45.4532,962690,43757341.108,9304,422896.5728,3457523,157155484.42360002
2213,8.07837,808719,6533131.30803,55726,450175.24662,4051723,32731317.53151
1726,65.5195,95532,6259208.874,1866,122259.38699999999,3931562,257593976.45899996
2054,37.2896,52302,1950320.6592,410,15288.736,3320292,123812360.5632
1903,16.1097,652594,10513093.5618,2525,40676.9925,2531342,40779160.2174
509,133.977,1016043,136126393.011,5017,672162.609,2627690,352050023.13
1751,10.0901,299024,3017182.0623999997,10414,105078.3014,3209413,32383298.1113
62,40.4224,59245,2394825.088,555,22434.432,4102370,165827641.088
2151,40.7196,457716,18638012.4336,8535,347541.786,3713461,151210646.5356
239,98.774,96294,9511343.556,86,8494.564,3892128,384441051.072
1893,44.3029,413777,18331521.0533,677,29993.0633,1610918,71368339.0622
1305,111.513,297476,33172441.188,12170,1357113.21,3680983,410477457.27900004
1673,34.2884,85245,2922914.6580000003,59,2023.0156000000002,4745780,162725202.95200002
492,45.4197,636115,28892152.4655,5639,256121.68829999998,2592876,117767650.0572
2249,320.874,159805,51277269.57,9867,3166063.7580000004,4312765,1383854156.6100001
264,17.7912,624431,11109376.8072,67731,1205015.7672,3094184,55049246.3808
2123,26.1783,350031,9163216.5273,559,14633.6697,1867092,48877294.5036
116,27.1629,267622,7269389.6238,1064,28901.3256,2899498,78758774.2242
1159,18.1708,121244,2203100.4751999998,22271,404681.8868,3422451,62188672.6308
1270,263.009,172088,45260692.792,6800,1788461.2000000002,3741388,984018716.4920001
2165,28.2044,119190,3361682.4359999998,3591,101282.0004,3387542,95543589.5848
1152,171.372,405220,69443361.84,8440,1446379.6800000002,3433727,588444663.444
792,79.0312,75430,5961323.416,74,5848.3088,3727304,294573307.8848
1979,51.6033,629669,32492998.307699997,17544,905328.2951999999,2472802,127604743.44659999
2185,56.1164,989369,55519826.5516,4712,264420.4768,3104763,174228122.4132

weighted_avg,NA,NA,685602438.35623,NA,14279109.631620001,NA,8926907550.370914
weighted_%,NA,NA,0.07121818410596695,NA,0.0014832681474298002,NA,0.9272985477466033
weighted_total,9626789098.358765
