Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
2264,44.9546,0,0.0,0,0.0,0,0.0,4445,199823.197,354695,15945171.847
812,334.908,0,0.0,0,0.0,0,0.0,855,286346.34,273450,91580592.60000001
1358,97.2156,0,0.0,0,0.0,0,0.0,78005,7583302.878,1566185,152257614.486
1778,40.8635,0,0.0,0,0.0,0,0.0,0,0.0,950,38820.325000000004
828,45.4532,0,0.0,0,0.0,0,0.0,2795,127041.694,150415,6836843.078000001
2213,8.07837,0,0.0,0,0.0,0,0.0,0,0.0,15410,124487.6817
1726,65.5195,0,0.0,0,0.0,0,0.0,0,0.0,1390,91072.105
2054,37.2896,0,0.0,0,0.0,0,0.0,280,10441.088,42535,1586113.136
1903,16.1097,0,0.0,0,0.0,0,0.0,10,161.097,3740,60250.278
509,133.977,0,0.0,0,0.0,0,0.0,4495,602226.615,584700,78336351.9
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,0,0.0,0,0.0,0,0.0,1285,51942.78400000001,95105,3844372.3520000004
2151,40.7196,0,0.0,0,0.0,0,0.0,1360,55378.656,120360,4901011.056
239,98.774,0,0.0,0,0.0,0,0.0,0,0.0,7065,697838.31
1893,44.3029,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1305,111.513,65,7248.345,0,0.0,0,0.0,115635,12894805.755,2518400,280834339.2
1673,34.2884,0,0.0,0,0.0,0,0.0,0,0.0,11095,380429.798
492,45.4197,0,0.0,0,0.0,0,0.0,21560,979248.732,600905,27292924.8285
2249,320.874,0,0.0,0,0.0,0,0.0,33190,10649808.06,1179920,378605650.08000004
264,17.7912,1620,28821.744,0,0.0,0,0.0,845,15033.564,156600,2786101.92
2123,26.1783,0,0.0,0,0.0,0,0.0,655,17146.7865,5350,140053.905
116,27.1629,0,0.0,0,0.0,0,0.0,445,12087.4905,24840,674726.436
1159,18.1708,5325,96759.51,0,0.0,0,0.0,845,15354.326,62670,1138764.036
1270,263.009,12100,3182408.9000000004,0,0.0,0,0.0,19080,5018211.720000001,2725685,716879686.1650001
2165,28.2044,0,0.0,0,0.0,0,0.0,0,0.0,2105,59370.262
1152,171.372,0,0.0,0,0.0,0,0.0,1500,257058.00000000003,44475,7621769.7
792,79.0312,0,0.0,0,0.0,0,0.0,0,0.0,53430,4222637.016
1979,51.6033,0,0.0,0,0.0,0,0.0,15425,795980.9025,297690,15361786.376999998
2185,56.1164,0,0.0,0,0.0,0,0.0,0,0.0,8825,495227.23

weighted_avg,NA,NA,3315238.4990000003,NA,0.0,NA,0.0,NA,39571399.68550001,NA,1792794006.1082003
weighted_%,NA,NA,0.0018059995943779117,NA,0.0,NA,0.0,NA,0.02155679954927407,NA,0.9766372008563481
weighted_total,1835680644.2927003
