Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
2264,44.9546,2209130,99310555.498,68693,3088066.3378,2594,116612.2324,4751,213579.3046
812,334.908,1343720,450022577.76000005,541095,181217044.26000002,1828,612211.824,50,16745.4
1358,97.2156,1701558,165417981.9048,140586,13667152.341599999,32227,3132967.1412,5475,532255.4099999999
1778,40.8635,1587731,64880245.7185,0,0.0,19,776.4065,10,408.635
828,45.4532,3849593,174976320.5476,112,5090.758400000001,704,31999.0528,1963,89224.63160000001
2213,8.07837,1483661,11985562.51257,2,16.15674,0,0.0,321,2593.15677
1726,65.5195,1394036,91336541.70199999,956,62636.64199999999,46,3013.897,4,262.078
2054,37.2896,1491126,55603492.0896,3134,116865.6064,22,820.3712,812,30279.1552
1903,16.1097,851759,13721581.9623,38,612.1686,137,2207.0289,28,451.0716
509,133.977,1427116,191200720.33200002,68389,9162553.053,32121,4303475.217,1129,151260.033
1751,10.0901,1391463,14040000.8163,0,0.0,0,0.0,0,0.0
62,40.4224,1768997,71507104.3328,44716,1807528.0384000002,807,32620.876800000002,801,32378.3424
2151,40.7196,3335593,135824012.7228,17,692.2332,16,651.5136,1911,77815.1556
239,98.774,1540984,152209153.616,3196,315681.704,8,790.192,3,296.322
1893,44.3029,724349,32090761.3121,0,0.0,0,0.0,0,0.0
1305,111.513,2114583,235803494.079,178850,19944100.05,35119,3916225.0470000003,13651,1522263.963
1673,34.2884,1705281,58471357.040400006,648,22218.8832,83,2845.9372000000003,67,2297.3228000000004
492,45.4197,1410349,64057628.4753,59188,2688301.2036,26012,1181457.2364,1656,75215.0232
2249,320.874,2704690,867864699.0600001,267026,85681700.724,32521,10435143.354,1071,343656.054
264,17.7912,4038153,71843587.65359999,55964,995666.7167999999,51,907.3512,2713,48267.5256
2123,26.1783,1547365,40507385.1795,156,4083.8148,77,2015.7291,0,0.0
116,27.1629,2393167,65005355.904300004,1625,44139.7125,13,353.1177,229,6220.3041
1159,18.1708,2018933,36685627.7564,204,3706.8432,117,2125.9836,3735,67867.938
1270,263.009,3461182,910322016.638,90519,23807311.671,12507,3289453.563,53072,13958413.648
2165,28.2044,1145531,32309014.5364,985,27781.334,0,0.0,5,141.022
1152,171.372,2038161,349283726.892,646,110706.312,4736,811617.792,28,4798.416
792,79.0312,1069008,84484985.0496,199842,15793753.0704,138,10906.3056,88,6954.7456
1979,51.6033,1399800,72234299.34,161,8308.1313,5978,308484.52739999996,2535,130814.3655
2185,56.1164,4163327,233630923.2628,0,0.0,0,0.0,160,8978.624

weighted_avg,NA,NA,4846630713.694671,NA,358575717.76694,NA,28199681.6976,NA,17323437.647570003
weighted_%,NA,NA,0.9230394875222587,NA,0.06829064690864614,NA,0.005370621629763255,NA,0.003299243939331866
weighted_total,5250729550.806781
