Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
2264,44.9546,1647531,74064097.0926,4330,194653.418
812,334.908,1634412,547377654.0960001,5343,1789413.4440000001
1358,97.2156,1414087,137471316.15719998,12516,1216750.4496
1778,40.8635,1418869,57979953.381500006,4,163.454
828,45.4532,2654863,120672018.91160001,608,27635.5456
2213,8.07837,1257141,10155650.140169999,75,605.87775
1726,65.5195,1214025,79542310.9875,29,1900.0654999999997
2054,37.2896,1418590,52898653.664,436,16258.2656
1903,16.1097,835768,13463971.7496,35,563.8395
509,133.977,1357381,181857834.23700002,6974,934355.598
1751,10.0901,1291172,13028054.597199999,0,0.0
62,40.4224,1550653,62681115.8272,948,38320.4352
2151,40.7196,2244264,91385532.3744,387,15758.4852
239,98.774,1440460,142279996.04,133,13136.942000000001
1893,44.3029,697845,30916557.2505,0,0.0
1305,111.513,1713476,191074849.18800002,17285,1927502.205
1673,34.2884,1528851,52421854.628400005,135,4628.934
492,45.4197,1239766,56309799.790199995,6363,289005.5511
2249,320.874,1930624,619487045.376,17931,5753591.694
264,17.7912,2874317,51137548.6104,1728,30743.1936
2123,26.1783,1359789,35596964.3787,54,1413.6282
116,27.1629,1296716,35222567.0364,353,9588.5037
1159,18.1708,1561513,28373940.4204,386,7013.9288
1270,263.009,2183950,574398505.5500001,17327,4557156.943
2165,28.2044,1061170,29929663.148,3,84.6132
1152,171.372,1542911,264411743.89200002,636,108992.592
792,79.0312,1208893,95540264.46159999,835,65991.052
1979,51.6033,1187331,61270197.79229999,1520,78437.01599999999
2185,56.1164,2642765,148302457.846,40,2244.656

weighted_avg,NA,NA,3859252118.62487,NA,17085910.33055
weighted_%,NA,NA,0.9955922548026199,NA,0.004407745197380075
weighted_total,3876338028.95542
