Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
2264,44.9546,58,2607.3668,0,0.0,0,0.0,175,7867.055,5730,257589.858
812,334.908,0,0.0,0,0.0,0,0.0,1548,518437.58400000003,13117,4392988.2360000005
1358,97.2156,19,1847.0964,0,0.0,0,0.0,2092,203375.03519999998,14778,1436652.1368
1778,40.8635,0,0.0,0,0.0,0,0.0,0,0.0,3,122.5905
828,45.4532,1,45.4532,0,0.0,0,0.0,44,1999.9408,611,27771.9052
2213,8.07837,0,0.0,0,0.0,0,0.0,6,48.47022,60,484.70219999999995
1726,65.5195,0,0.0,0,0.0,0,0.0,0,0.0,32,2096.624
2054,37.2896,2,74.5792,0,0.0,0,0.0,6,223.7376,450,16780.32
1903,16.1097,0,0.0,0,0.0,0,0.0,0,0.0,43,692.7171
509,133.977,68,9110.436,0,0.0,0,0.0,922,123526.79400000001,10023,1342851.4710000001
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,3,121.2672,0,0.0,0,0.0,12,485.0688,1051,42483.9424
2151,40.7196,9,366.4764,0,0.0,0,0.0,24,977.2704,437,17794.4652
239,98.774,0,0.0,0,0.0,0,0.0,0,0.0,302,29829.748
1893,44.3029,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1305,111.513,15,1672.6950000000002,0,0.0,0,0.0,2873,320376.849,19349,2157665.037
1673,34.2884,0,0.0,0,0.0,0,0.0,0,0.0,135,4628.934
492,45.4197,37,1680.5289,0,0.0,0,0.0,580,26343.426,9391,426536.4027
2249,320.874,49,15722.826000000001,0,0.0,0,0.0,3828,1228305.672,24446,7844085.8040000005
264,17.7912,635,11297.412,0,0.0,0,0.0,28,498.1536,1871,33287.3352
2123,26.1783,0,0.0,0,0.0,0,0.0,1,26.1783,69,1806.3027
116,27.1629,0,0.0,0,0.0,0,0.0,1,27.1629,351,9534.1779
1159,18.1708,10,181.708,0,0.0,0,0.0,21,381.5868,426,7740.7608
1270,263.009,226,59440.034,0,0.0,0,0.0,3280,862669.52,14890,3916204.0100000002
2165,28.2044,0,0.0,0,0.0,0,0.0,0,0.0,24,676.9056
1152,171.372,25,4284.3,0,0.0,0,0.0,36,6169.392000000001,1087,186281.364
792,79.0312,2,158.0624,0,0.0,0,0.0,16,1264.4992,2186,172762.2032
1979,51.6033,30,1548.099,0,0.0,0,0.0,56,2889.7848,2188,112908.0204
2185,56.1164,0,0.0,0,0.0,0,0.0,0,0.0,32,1795.7248

weighted_avg,NA,NA,110158.34049999999,NA,0.0,NA,0.0,NA,3305893.1806199998,NA,22444051.69870001
weighted_%,NA,NA,0.004259779613546597,NA,0.0,NA,0.0,NA,0.1278375864364786,NA,0.8679026339499748
weighted_total,25860103.21982001
