Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
2264,44.9546,1945020,87437596.092,65762,2956304.4052,2138,96112.9348,2897,130233.4762
812,334.908,1301123,435756501.684,540032,180861037.056,1648,551928.3840000001,57,19089.756
1358,97.2156,1566009,152240504.5404,137626,13379394.1656,28500,2770644.5999999996,5152,500854.77119999996
1778,40.8635,1511255,61755168.6925,0,0.0,9,367.7715,14,572.089
828,45.4532,3306792,150304278.1344,40,1818.1280000000002,537,24408.368400000003,1283,58316.4556
2213,8.07837,1427410,11531146.1217,0,0.0,0,0.0,139,1122.8934299999999
1726,65.5195,1355199,88791960.88049999,914,59884.823,31,2031.1045,0,0.0
2054,37.2896,1431589,53383381.1744,2425,90427.28,14,522.0544,447,16668.4512
1903,16.1097,844952,13611923.2344,25,402.7425,96,1546.5312,46,741.0462
509,133.977,1352865,181252794.10500002,66591,8921662.407,30018,4021721.586,1108,148446.516
1751,10.0901,1366117,13784257.1417,0,0.0,0,0.0,0,0.0
62,40.4224,1679727,67898596.6848,44004,1778747.2896000003,676,27325.542400000002,477,19281.484800000002
2151,40.7196,2864854,116655708.9384,3,122.1588,10,407.196,1112,45280.1952
239,98.774,1521712,150305581.088,3086,304816.564,7,691.418,3,296.322
1893,44.3029,714819,31668554.675100002,0,0.0,0,0.0,0,0.0
1305,111.513,1929418,215155189.43400002,174165,19421661.645,31523,3515224.299,12308,1372502.004
1673,34.2884,1638265,56173485.626,594,20367.3096,48,1645.8432000000003,27,925.7868000000001
492,45.4197,1296913,58905399.3861,57365,2605501.0905,24870,1129587.939,1327,60271.9419
2249,320.874,2390608,767083951.3920001,257994,82783566.75600001,27865,8941154.01,624,200225.37600000002
264,17.7912,3501693,62299320.5016,59944,1066475.6928,17,302.4504,1243,22114.4616
2123,26.1783,1479692,38735821.0836,121,3167.5743,60,1570.698,0,0.0
116,27.1629,2189125,59462983.4625,1662,45144.7398,2,54.3258,129,3504.0141
1159,18.1708,1867241,33929262.7628,68,1235.6144,100,1817.08,1800,32707.44
1270,263.009,2901434,763103254.906,77598,20408972.382,10187,2679272.683,33549,8823688.941
2165,28.2044,1134120,31987174.128,969,27330.0636,0,0.0,4,112.8176
1152,171.372,1823519,312500098.068,488,83629.53600000001,4361,747353.292,30,5141.160000000001
792,79.0312,1053305,83243958.116,199218,15744437.601599999,120,9483.744,89,7033.7768
1979,51.6033,1315014,67859061.9462,143,7379.2719,5442,280825.15859999997,2281,117707.1273
2185,56.1164,3533270,198274392.628,0,0.0,0,0.0,73,4096.4972

weighted_avg,NA,NA,4365091306.6281,NA,350573486.2972,NA,24805999.01419999,NA,11590934.801129999
weighted_%,NA,NA,0.9185678885577212,NA,0.0737729235132754,NA,0.00522004983113173,NA,0.002439138097871479
weighted_total,4752061726.740631
