Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
2264,44.9546,34167,1535963.8181999999,12866,578385.8836
812,334.908,364057,121925601.75600001,38663,12948548.004
1358,97.2156,73190,7115209.7639999995,32243,3134522.5908
1778,40.8635,0,0.0,3,122.5905
828,45.4532,143,6499.8076,319,14499.570800000001
2213,8.07837,4,32.31348,34,274.66458
1726,65.5195,593,38853.0635,85,5569.157499999999
2054,37.2896,1065,39713.424,587,21888.9952
1903,16.1097,31,499.40070000000003,40,644.388
509,133.977,61873,8289558.921,4726,633175.302
1751,10.0901,0,0.0,0,0.0
62,40.4224,29306,1184618.8544,7203,291162.54720000003
2151,40.7196,38,1547.3448,230,9365.508
239,98.774,1808,178583.392,367,36250.058
1893,44.3029,0,0.0,1,44.3029
1305,111.513,92442,10308484.746000001,40149,4477135.437
1673,34.2884,324,11109.4416,44,1508.6896000000002
492,45.4197,45510,2067050.547,8762,397967.4114
2249,320.874,120413,38637400.962000005,55772,17895784.728
264,17.7912,36604,651229.0848,4921,87550.4952
2123,26.1783,63,1649.2329,19,497.3877
116,27.1629,804,21838.9716,11,298.7919
1159,18.1708,59,1072.0772,315,5723.802
1270,263.009,29670,7803477.03,25879,6806409.911
2165,28.2044,621,17514.9324,54,1523.0375999999999
1152,171.372,1554,266312.08800000005,875,149950.5
792,79.0312,149568,11820538.5216,3302,260961.0224
1979,51.6033,3141,162085.96529999998,462,23840.724599999998
2185,56.1164,0,0.0,27,1515.1428

weighted_avg,NA,NA,212086445.46008,NA,47785120.64428002
weighted_%,NA,NA,0.8161202421618904,NA,0.18387975783810961
weighted_total,259871566.10436
