Simpoints,Weight,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_val,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_w_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_w_val
2264,44.9546,2762,124164.60519999999,1387,62352.0302
812,334.908,24135,8083004.58,2123,711009.684
1358,97.2156,15219,1479524.2164,3533,343462.71479999996
1778,40.8635,8,326.908,6,245.181
828,45.4532,266,12090.5512,126,5727.1032000000005
2213,8.07837,0,0.0,0,0.0
1726,65.5195,3,196.55849999999998,0,0.0
2054,37.2896,214,7979.9744,81,3020.4576
1903,16.1097,46,741.0462,11,177.2067
509,133.977,2365,316855.605,143,19158.711
1751,10.0901,0,0.0,0,0.0
62,40.4224,796,32176.230400000004,74,2991.2576000000004
2151,40.7196,227,9243.3492,145,5904.342
239,98.774,79,7803.146,24,2370.576
1893,44.3029,0,0.0,0,0.0
1305,111.513,19370,2160006.81,4427,493668.05100000004
1673,34.2884,44,1508.6896000000002,12,411.46080000000006
492,45.4197,4326,196485.62219999998,727,33020.1219
2249,320.874,28234,9059556.516,6464,2074129.536
264,17.7912,2223,39549.8376,441,7845.9192
2123,26.1783,5,130.8915,5,130.8915
116,27.1629,32,869.2128,39,1059.3531
1159,18.1708,201,3652.3308,146,2652.9368
1270,263.009,15518,4081373.662,7735,2034374.6150000002
2165,28.2044,0,0.0,0,0.0
1152,171.372,231,39586.932,94,16108.968
792,79.0312,569,44968.7528,50,3951.56
1979,51.6033,159,8204.9247,9,464.42969999999997
2185,56.1164,13,729.5132,13,729.5132

weighted_avg,NA,NA,25710730.465699997,NA,5824966.6203
weighted_%,NA,NA,0.8152897459531363,NA,0.18471025404686373
weighted_total,31535697.085999995
