Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
2264,44.9546,1644486,73927210.3356,6274,282045.1604
812,334.908,1635072,547598693.376,15101,5057445.708000001
1358,97.2156,1407859,136865857.40039998,17775,1728007.2899999998
1778,40.8635,1418862,57979667.337000005,3,122.5905
828,45.4532,2654309,120646837.83880001,679,30862.722800000003
2213,8.07837,1257151,10155730.92387,73,589.72101
1726,65.5195,1214022,79542114.42899999,32,2096.624
2054,37.2896,1418372,52890524.5312,508,18943.1168
1903,16.1097,835666,13462328.5602,48,773.2656
509,133.977,1355299,181578894.123,11073,1483527.321
1751,10.0901,1291445,13030809.1945,0,0.0
62,40.4224,1550013,62655245.49120001,1095,44262.528000000006
2151,40.7196,2244129,91380035.2284,531,21622.1076
239,98.774,1440336,142267748.064,304,30027.296000000002
1893,44.3029,697881,30918152.1549,0,0.0
1305,111.513,1708643,190535906.859,23737,2646984.0810000002
1673,34.2884,1528760,52418734.384,135,4628.934
492,45.4197,1236976,56183078.827199996,10081,457875.99569999997
2249,320.874,1922473,616871601.4020001,29981,9620123.394000001
264,17.7912,2875765,51163310.268,2852,50740.5024
2123,26.1783,1359763,35596283.7429,71,1858.6593
116,27.1629,1297053,35231720.9337,357,9697.1553
1159,18.1708,1560979,28364237.2132,501,9103.5708
1270,263.009,2166436,569792165.924,21377,5622343.393
2165,28.2044,1061178,29929888.7832,24,676.9056
1152,171.372,1542214,264292297.608,1153,197591.91600000003
792,79.0312,1208829,95535206.4648,2206,174342.8272
1979,51.6033,1186976,61251878.620799996,2278,117552.3174
2185,56.1164,2643313,148333209.6332,32,1795.7248

weighted_avg,NA,NA,3850399369.65207,NA,27615640.828210004
weighted_%,NA,NA,0.9928789236881294,NA,0.007121076311870669
weighted_total,3878015010.48028
