Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
2264,44.9546,27985,1258054.481,0,0.0,0,0.0,880,39560.048,489325,21997409.645
812,334.908,0,0.0,0,0.0,0,0.0,28410,9514736.280000001,522525,174997802.70000002
1358,97.2156,2495,242552.922,0,0.0,0,0.0,145370,14132231.772,2213460,215182841.97599998
1778,40.8635,0,0.0,0,0.0,0,0.0,0,0.0,280,11441.78
828,45.4532,1015,46134.998,0,0.0,0,0.0,3430,155904.476,169640,7710680.848
2213,8.07837,0,0.0,0,0.0,0,0.0,0,0.0,12270,99121.5999
1726,65.5195,0,0.0,0,0.0,0,0.0,0,0.0,2155,141194.5225
2054,37.2896,1030,38408.288,0,0.0,0,0.0,0,0.0,55010,2051300.896
1903,16.1097,0,0.0,0,0.0,0,0.0,0,0.0,5745,92550.2265
509,133.977,12980,1739021.46,0,0.0,0,0.0,113450,15199690.65,1069540,143293760.58
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,1145,46283.648,0,0.0,0,0.0,440,17785.856,129085,5217925.504000001
2151,40.7196,11180,455245.128,0,0.0,0,0.0,945,38480.022,135020,5497960.392
239,98.774,0,0.0,0,0.0,0,0.0,0,0.0,7275,718580.85
1893,44.3029,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1305,111.513,2270,253134.51,0,0.0,0,0.0,247405,27588873.765,3223915,359508433.39500004
1673,34.2884,0,0.0,0,0.0,0,0.0,0,0.0,10830,371343.37200000003
492,45.4197,10070,457376.379,0,0.0,0,0.0,49215,2235330.5354999998,928140,42155840.357999995
2249,320.874,4975,1596348.1500000001,0,0.0,0,0.0,171025,54877475.85,1882085,603912142.2900001
264,17.7912,13795,245429.604,0,0.0,0,0.0,5,88.956,157795,2807362.404
2123,26.1783,0,0.0,0,0.0,0,0.0,155,4057.6365,8325,217934.3475
116,27.1629,0,0.0,0,0.0,0,0.0,0,0.0,22040,598670.316
1159,18.1708,5845,106208.326,0,0.0,0,0.0,0,0.0,84550,1536341.14
1270,263.009,68310,17966144.790000003,0,0.0,0,0.0,58995,15516215.955,3193430,839900830.87
2165,28.2044,0,0.0,0,0.0,0,0.0,0,0.0,2655,74882.682
1152,171.372,6500,1113918.0,0,0.0,0,0.0,1700,291332.4,83045,14231587.740000002
792,79.0312,130,10274.056,0,0.0,0,0.0,40,3161.248,70150,5544038.68
1979,51.6033,10860,560411.838,0,0.0,0,0.0,11220,578989.026,482390,24892915.887
2185,56.1164,0,0.0,0,0.0,0,0.0,0,0.0,5630,315935.332

weighted_avg,NA,NA,26134946.578000005,NA,0.0,NA,0.0,NA,140193914.476,NA,2473080830.3334
weighted_%,NA,NA,0.009901815039658443,NA,0.0,NA,0.0,NA,0.05311563223150378,NA,0.9369825527288378
weighted_total,2639409691.3873997
