Simpoints,Weight,FDIP_NEW_PREFETCHES_ONPATH_val,FDIP_NEW_PREFETCHES_ONPATH_w_val,FDIP_NEW_PREFETCHES_OFFPATH_val,FDIP_NEW_PREFETCHES_OFFPATH_w_val
2264,44.9546,38858,1746845.8468,17630,792549.598
812,334.908,383737,128516591.19600001,68514,22945886.712
1358,97.2156,86776,8435980.9056,54292,5278029.3552
1778,40.8635,1,40.8635,15,612.9525
828,45.4532,462,20999.3784,727,33044.4764
2213,8.07837,10,80.7837,79,638.19123
1726,65.5195,620,40622.09,88,5765.715999999999
2054,37.2896,1303,48588.3488,959,35760.7264
1903,16.1097,54,869.9238,69,1111.5693
509,133.977,73563,9855750.051,7817,1047298.209
1751,10.0901,0,0.0,0,0.0
62,40.4224,30877,1248122.4448000002,8303,335627.18720000004
2151,40.7196,211,8591.8356,565,23006.574
239,98.774,2138,211178.812,455,44942.17
1893,44.3029,0,0.0,0,0.0
1305,111.513,109604,12222270.852,68703,7661277.639
1673,34.2884,437,14984.0308,100,3428.84
492,45.4197,54465,2473783.9605,14933,678252.3801
2249,320.874,143998,46205214.252000004,96174,30859736.076
264,17.7912,39049,694728.5688,7887,140319.1944
2123,26.1783,130,3403.179,31,811.5273
116,27.1629,1232,33464.6928,113,3069.4077
1159,18.1708,189,3434.2812,653,11865.5324
1270,263.009,38432,10107961.888,51631,13579417.679000001
2165,28.2044,730,20589.212,51,1438.4243999999999
1152,171.372,2324,398268.52800000005,1360,233065.92
792,79.0312,155343,12276943.7016,3925,310197.46
1979,51.6033,5063,261267.5079,876,45204.4908
2185,56.1164,5,280.582,52,2918.0528

weighted_avg,NA,NA,234850857.71659997,NA,84075276.06112999
weighted_%,NA,NA,0.7363800982213492,NA,0.2636199017786507
weighted_total,318926133.77773
