Simpoints,Weight,FDIP_ATTEMPTED_PREF_ONPATH_val,FDIP_ATTEMPTED_PREF_ONPATH_w_val,FDIP_ATTEMPTED_PREF_OFFPATH_val,FDIP_ATTEMPTED_PREF_OFFPATH_w_val
2264,44.9546,1200637,53974156.0802,835190,37545632.374
812,334.908,1500457,502515052.95600003,352418,118027607.544
1358,97.2156,1043656,101459644.23359999,708925,68918569.22999999
1778,40.8635,1379384,56366458.08400001,147415,6023892.8525
828,45.4532,1162831,52854390.0092,2149911,97720334.66520001
2213,8.07837,1190620,9618268.8894,238835,1929397.49895
1726,65.5195,1230040,80591605.77999999,129485,8483792.4575
2054,37.2896,1403702,52343486.0992,68942,2570819.6032
1903,16.1097,822227,13245830.3019,23224,374131.6728
509,133.977,1145137,153422019.849,309242,41431315.434
1751,10.0901,1324028,13359574.922799999,49705,501528.4205
62,40.4224,1424400,57577666.56,305616,12353732.1984
2151,40.7196,1324330,53926187.868,1571176,63977658.2496
239,98.774,1450429,143264674.046,74552,7363799.248
1893,44.3029,673150,29822497.135,41780,1850975.162
1305,111.513,1246083,138954453.579,930627,103777008.65100001
1673,34.2884,1381364,47364761.37760001,259077,8883335.8068
492,45.4197,976126,44335350.0822,414623,18832052.2731
2249,320.874,1361188,436769838.31200004,1341098,430323479.652
264,17.7912,1363165,24252341.148,2220688,39508704.3456
2123,26.1783,1109324,29040216.4692,375211,9822386.1213
116,27.1629,1253479,34048124.729100004,938640,25496184.456
1159,18.1708,1385208,25170337.5264,491082,8923352.8056
1270,263.009,1313384,345431812.45600003,1757096,462132061.864
2165,28.2044,1108350,31260346.74,29313,826755.5771999999
1152,171.372,1169617,200439604.52400002,665498,114047723.25600001
792,79.0312,1191643,94176976.2616,61712,4877173.4144
1979,51.6033,1060330,54716527.088999994,266072,13730193.237599999
2185,56.1164,1107888,62170686.1632,2443915,137143711.706

weighted_avg,NA,NA,2942472889.2716,NA,1847397309.7772505
weighted_%,NA,NA,0.6143116132574745,NA,0.38568838674252554
weighted_total,4789870199.04885
